Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product Name,Sales,Units,Gross Profit,Cost,Factory,Latitude,Longitude,Shipping_Delay_Days,Profit_Margin,Price_per_Unit,Cost_per_Unit,Units_Outlier,Profit_Margin_Outlier
2022-05-07,2027-11-02,Standard Class,132548,Canada,Toronto,Ontario,M3C,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy'S,32.076176,-81.088371,2005,0.6492307692307693,3.25,1.1400000000000001,False,False
2022-09-15,2028-03-09,Second Class,145849,United States,Indianapolis,Indiana,46203,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,28.8,8,20.0,8.8,Lot'S O' Nuts,32.881893,-111.768036,2002,0.6944444444444444,3.6,1.1,False,False
2022-09-15,2028-03-09,Second Class,145849,United States,Indianapolis,Indiana,46203,Chocolate,Interior,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy'S,32.076176,-81.088371,2002,0.6492307692307692,3.25,1.14,False,False
2023-05-07,2028-11-01,Standard Class,169856,Canada,Toronto,Ontario,M3C,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,Wicked Choccy'S,32.076176,-81.088371,2005,0.6492307692307693,3.25,1.14,False,False
2023-05-07,2028-11-01,Standard Class,169856,Canada,Toronto,Ontario,M3C,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot'S O' Nuts,32.881893,-111.768036,2005,0.7134670487106017,3.49,1.0,False,False
2023-05-07,2028-11-01,Standard Class,169856,Canada,Toronto,Ontario,M3C,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot'S O' Nuts,32.881893,-111.768036,2005,0.6944444444444444,3.6,1.1,False,False
2023-05-07,2028-11-01,Standard Class,169856,Canada,Toronto,Ontario,M3C,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy'S,32.076176,-81.088371,2005,0.6492307692307692,3.25,1.14,False,False
2023-08-13,2029-02-08,Standard Class,141264,United States,Irving,Texas,75061,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot'S O' Nuts,32.881893,-111.768036,2006,0.7134670487106017,3.49,1.0,False,False
2023-08-13,2029-02-08,Standard Class,141264,United States,Irving,Texas,75061,Chocolate,Interior,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot'S O' Nuts,32.881893,-111.768036,2006,0.6666666666666666,3.6,1.2,False,False
2023-11-26,2029-05-23,Standard Class,126893,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy'S,32.076176,-81.088371,2005,0.6492307692307693,3.25,1.14,False,False
2024-06-04,2029-12-01,Standard Class,158106,United States,Apple Valley,Minnesota,55124,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot'S O' Nuts,32.881893,-111.768036,2006,0.7134670487106016,3.49,1.0,False,False
2024-06-29,2029-12-27,Standard Class,137085,United States,Los Angeles,California,90004,Chocolate,Pacific,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,Wicked Choccy'S,32.076176,-81.088371,2007,0.6492307692307692,3.25,1.14,False,False
2024-09-25,2030-03-22,Standard Class,162481,United States,Rochester,Minnesota,55901,Chocolate,Interior,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot'S O' Nuts,32.881893,-111.768036,2004,0.6666666666666666,3.6,1.2,False,False
2024-09-25,2030-03-22,Standard Class,162481,United States,Rochester,Minnesota,55901,Chocolate,Interior,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy'S,32.076176,-81.088371,2004,0.6492307692307692,3.25,1.14,False,False
2021-03-28,2026-09-23,Standard Class,137869,United States,Des Moines,Iowa,50315,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy'S,32.076176,-81.088371,2005,0.6533333333333334,3.75,1.3,False,False
2021-03-28,2026-09-23,Standard Class,137869,United States,Des Moines,Iowa,50315,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy'S,32.076176,-81.088371,2005,0.6533333333333333,3.75,1.3,False,False
2021-09-02,2027-02-28,Second Class,151792,United States,Chicago,Illinois,60653,Chocolate,Interior,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot'S O' Nuts,32.881893,-111.768036,2005,0.6666666666666666,3.6,1.2,False,False
2023-09-04,2029-02-28,Standard Class,123120,United States,New York City,New York,10011,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot'S O' Nuts,32.881893,-111.768036,2004,0.6944444444444444,3.6,1.1,False,False
2023-09-04,2029-02-28,Standard Class,123120,United States,New York City,New York,10011,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy'S,32.076176,-81.088371,2004,0.6492307692307693,3.25,1.1400000000000001,False,False
2023-09-04,2029-02-28,Standard Class,123120,United States,New York City,New York,10011,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot'S O' Nuts,32.881893,-111.768036,2004,0.6944444444444444,3.6,1.1,False,False
2024-03-25,2029-09-16,First Class,117534,United States,Fresno,California,93727,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot'S O' Nuts,32.881893,-111.768036,2001,0.7134670487106017,3.49,1.0,False,False
2024-03-25,2029-09-16,First Class,117534,United States,Fresno,California,93727,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,Lot'S O' Nuts,32.881893,-111.768036,2001,0.6944444444444444,3.5999999999999996,1.1,False,False
2024-03-25,2029-09-16,First Class,117534,United States,Fresno,California,93727,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot'S O' Nuts,32.881893,-111.768036,2001,0.7134670487106017,3.49,1.0,False,False
2024-03-25,2029-09-16,First Class,117534,United States,Fresno,California,93727,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy'S,32.076176,-81.088371,2001,0.6492307692307692,3.25,1.14,False,False
2024-03-25,2029-09-16,First Class,117534,United States,Fresno,California,93727,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy'S,32.076176,-81.088371,2001,0.6533333333333334,3.75,1.3,False,False
2024-04-20,2029-10-15,Standard Class,119655,United States,Detroit,Michigan,48234,Chocolate,Interior,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy'S,32.076176,-81.088371,2004,0.6492307692307692,3.25,1.14,False,False
2024-04-20,2029-10-15,Standard Class,119655,United States,Detroit,Michigan,48234,Chocolate,Interior,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,Lot'S O' Nuts,32.881893,-111.768036,2004,0.6666666666666667,3.6,1.2,False,False
2023-05-09,2028-11-02,Standard Class,144057,United States,Austin,Texas,78745,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy'S,32.076176,-81.088371,2004,0.6533333333333334,3.75,1.3,False,False
2023-05-09,2028-11-02,Standard Class,144057,United States,Austin,Texas,78745,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,Lot'S O' Nuts,32.881893,-111.768036,2004,0.7134670487106016,3.49,1.0,False,False
2023-05-09,2028-11-02,Standard Class,144057,United States,Austin,Texas,78745,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy'S,32.076176,-81.088371,2004,0.6533333333333334,3.75,1.3,False,False
2023-05-09,2028-11-02,Standard Class,144057,United States,Austin,Texas,78745,Other,Interior,Kazookles,6.5,2,0.5,6.0,The Other Factory,35.1175,-89.971107,2004,0.07692307692307693,3.25,3.0,False,False
2023-05-09,2028-11-02,Standard Class,144057,United States,Austin,Texas,78745,Chocolate,Interior,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,Lot'S O' Nuts,32.881893,-111.768036,2004,0.6666666666666666,3.6,1.2,False,False
2023-09-01,2029-02-24,First Class,120859,United States,San Francisco,California,94110,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot'S O' Nuts,32.881893,-111.768036,2003,0.6666666666666666,3.6,1.2,False,False
2024-01-20,2029-07-15,Second Class,157252,United States,New York City,New York,10024,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy'S,32.076176,-81.088371,2003,0.6533333333333333,3.75,1.3,False,False
2024-02-18,2029-08-13,Second Class,164707,United States,Los Angeles,California,90045,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy'S,32.076176,-81.088371,2003,0.6533333333333334,3.75,1.3,False,False
2024-02-18,2029-08-13,Second Class,164707,United States,Los Angeles,California,90045,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot'S O' Nuts,32.881893,-111.768036,2003,0.6944444444444444,3.6,1.0999999999999999,False,False
2024-02-18,2029-08-13,Second Class,164707,United States,Los Angeles,California,90045,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot'S O' Nuts,32.881893,-111.768036,2003,0.6944444444444444,3.6,1.0999999999999999,False,False
2024-04-20,2029-10-14,First Class,151484,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy'S,32.076176,-81.088371,2003,0.6492307692307692,3.25,1.14,False,False
2024-04-20,2029-10-14,First Class,151484,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy'S,32.076176,-81.088371,2003,0.6492307692307693,3.25,1.14,False,False
2024-04-20,2029-10-14,First Class,151484,United States,Philadelphia,Pennsylvania,19120,Other,Atlantic,Lickable Wallpaper,20.0,1,10.0,10.0,Secret Factory,41.446333,-90.565487,2003,0.5,20.0,10.0,False,False
2024-04-20,2029-10-14,First Class,151484,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot'S O' Nuts,32.881893,-111.768036,2003,0.6944444444444444,3.6,1.0999999999999999,False,False
2024-04-27,2029-10-22,Standard Class,135692,United States,Fort Worth,Texas,76106,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot'S O' Nuts,32.881893,-111.768036,2004,0.6944444444444444,3.6,1.1,False,False
2024-04-27,2029-10-22,Standard Class,135692,United States,Fort Worth,Texas,76106,Chocolate,Interior,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy'S,32.076176,-81.088371,2004,0.6492307692307692,3.25,1.14,False,False
2024-06-01,2029-11-26,Standard Class,146493,United States,Fremont,Nebraska,68025,Chocolate,Interior,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot'S O' Nuts,32.881893,-111.768036,2004,0.6666666666666666,3.6,1.2,False,False
2024-09-04,2030-03-01,Standard Class,137582,United States,Oakland,California,94601,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot'S O' Nuts,32.881893,-111.768036,2004,0.7134670487106016,3.49,1.0,False,False
2024-12-25,2030-06-22,Standard Class,146780,United States,New York City,New York,10035,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot'S O' Nuts,32.881893,-111.768036,2005,0.6666666666666666,3.6,1.2,False,False
2021-06-09,2026-12-04,Second Class,133753,United States,Huntsville,Texas,77340,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot'S O' Nuts,32.881893,-111.768036,2004,0.6944444444444444,3.6,1.1,False,False
2021-06-09,2026-12-04,Second Class,133753,United States,Huntsville,Texas,77340,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot'S O' Nuts,32.881893,-111.768036,2004,0.7134670487106017,3.49,1.0,False,False
2021-06-09,2026-12-04,Second Class,133753,United States,Huntsville,Texas,77340,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot'S O' Nuts,32.881893,-111.768036,2004,0.6944444444444444,3.6,1.1,False,False
2022-01-23,2027-07-20,Standard Class,119214,United States,Bozeman,Montana,59715,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot'S O' Nuts,32.881893,-111.768036,2004,0.6666666666666666,3.6,1.2,False,False
2022-01-23,2027-07-20,Standard Class,119214,United States,Bozeman,Montana,59715,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot'S O' Nuts,32.881893,-111.768036,2004,0.6944444444444444,3.6,1.0999999999999999,False,False
2022-05-31,2027-11-23,Second Class,156153,United States,Long Beach,New York,11561,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,Lot'S O' Nuts,32.881893,-111.768036,2002,0.6944444444444444,3.6,1.0999999999999999,False,False
2023-11-04,2029-04-30,Standard Class,119018,United States,Los Angeles,California,90004,Other,Pacific,Wonka Gum,1.25,1,0.65,0.6,Secret Factory,41.446333,-90.565487,2004,0.52,1.25,0.6,False,False
2023-11-04,2029-04-30,Standard Class,119018,United States,Los Angeles,California,90004,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot'S O' Nuts,32.881893,-111.768036,2004,0.6666666666666666,3.6,1.2,False,False
2023-11-04,2029-04-30,Standard Class,119018,United States,Los Angeles,California,90004,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,Lot'S O' Nuts,32.881893,-111.768036,2004,0.7134670487106016,3.49,1.0,False,False
2024-05-13,2029-11-08,Second Class,161655,United States,Newark,Delaware,19711,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,Wicked Choccy'S,32.076176,-81.088371,2005,0.6492307692307692,3.25,1.14,False,False
2024-12-08,2030-06-02,Second Class,152436,United States,Cranston,Rhode Island,02920,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,Wicked Choccy'S,32.076176,-81.088371,2002,0.6492307692307693,3.25,1.14,False,False
2021-12-12,2027-06-04,Same Day,122959,United States,San Antonio,Texas,78207,Chocolate,Interior,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy'S,32.076176,-81.088371,2000,0.6492307692307692,3.25,1.14,False,False
2022-05-25,2027-11-18,Second Class,109708,United States,Columbia,Tennessee,38401,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot'S O' Nuts,32.881893,-111.768036,2003,0.7134670487106017,3.49,1.0,False,False
2022-06-28,2027-12-23,Standard Class,112144,United States,Gilbert,Arizona,85234,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot'S O' Nuts,32.881893,-111.768036,2004,0.7134670487106017,3.49,1.0,False,False
2022-06-28,2027-12-23,Standard Class,112144,United States,Gilbert,Arizona,85234,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot'S O' Nuts,32.881893,-111.768036,2004,0.7134670487106017,3.49,1.0,False,False
2023-08-15,2029-02-09,Second Class,166163,United States,Oakland,California,94601,Chocolate,Pacific,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy'S,32.076176,-81.088371,2005,0.6492307692307692,3.25,1.14,False,False
2023-08-15,2029-02-09,Second Class,166163,United States,Oakland,California,94601,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot'S O' Nuts,32.881893,-111.768036,2005,0.7134670487106016,3.49,1.0,False,False
2023-09-03,2029-02-26,First Class,101616,United States,Monroe,Louisiana,71203,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,30.0,8,19.6,10.4,Wicked Choccy'S,32.076176,-81.088371,2003,0.6533333333333334,3.75,1.3,False,False
2024-09-14,2030-03-12,Standard Class,130302,United States,Springfield,Ohio,45503,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,Wicked Choccy'S,32.076176,-81.088371,2005,0.6533333333333333,3.75,1.3,False,False
2024-09-16,2030-03-13,Standard Class,130715,United States,San Francisco,California,94110,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot'S O' Nuts,32.881893,-111.768036,2004,0.6944444444444444,3.6,1.1,False,False
2024-10-31,2030-04-28,Standard Class,117114,United States,Chicago,Illinois,60610,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot'S O' Nuts,32.881893,-111.768036,2005,0.6944444444444444,3.6,1.0999999999999999,False,False
2024-10-31,2030-04-28,Standard Class,117114,United States,Chicago,Illinois,60610,Chocolate,Interior,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy'S,32.076176,-81.088371,2005,0.6492307692307692,3.25,1.14,False,False
2021-04-25,2026-10-20,Standard Class,157406,United States,Houston,Texas,77095,Chocolate,Interior,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot'S O' Nuts,32.881893,-111.768036,2004,0.6666666666666666,3.6,1.2,False,False
2021-04-25,2026-10-20,Standard Class,157406,United States,Houston,Texas,77095,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot'S O' Nuts,32.881893,-111.768036,2004,0.7134670487106017,3.49,1.0,False,False
2021-09-10,2027-03-07,Standard Class,138835,United States,Virginia Beach,Virginia,23464,Chocolate,Gulf,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot'S O' Nuts,32.881893,-111.768036,2004,0.6666666666666666,3.6,1.2,False,False
2021-09-26,2027-03-23,Standard Class,115133,United States,Lancaster,Ohio,43130,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,Wicked Choccy'S,32.076176,-81.088371,2004,0.6492307692307693,3.25,1.14,False,False
2021-09-26,2027-03-23,Standard Class,115133,United States,Lancaster,Ohio,43130,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy'S,32.076176,-81.088371,2004,0.6492307692307692,3.25,1.14,False,False
2021-09-26,2027-03-23,Standard Class,115133,United States,Lancaster,Ohio,43130,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot'S O' Nuts,32.881893,-111.768036,2004,0.6944444444444444,3.6,1.1,False,False
2024-01-12,2029-07-09,Second Class,158512,United States,Washington,District Of Columbia,20016,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot'S O' Nuts,32.881893,-111.768036,2005,0.6666666666666666,3.6,1.2,False,False
2024-01-12,2029-07-09,Second Class,158512,United States,Washington,District Of Columbia,20016,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,Lot'S O' Nuts,32.881893,-111.768036,2005,0.6666666666666666,3.6,1.2,False,False
2021-10-24,2027-04-21,Standard Class,108707,United States,Fort Lauderdale,Florida,33311,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy'S,32.076176,-81.088371,2005,0.6533333333333334,3.75,1.3,False,False
2023-04-01,2028-09-25,Second Class,127985,United States,Columbus,Georgia,31907,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot'S O' Nuts,32.881893,-111.768036,2004,0.7134670487106017,3.49,1.0,False,False
2023-09-09,2029-03-06,Second Class,137176,United States,Dallas,Texas,75220,Chocolate,Interior,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy'S,32.076176,-81.088371,2005,0.6492307692307692,3.25,1.14,False,False
2023-10-03,2029-03-29,Standard Class,101672,United States,Lake Forest,California,92630,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot'S O' Nuts,32.881893,-111.768036,2004,0.6944444444444444,3.6,1.1,False,False
2023-10-03,2029-03-29,Standard Class,101672,United States,Lake Forest,California,92630,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot'S O' Nuts,32.881893,-111.768036,2004,0.7134670487106017,3.49,1.0,False,False
2023-10-03,2029-03-29,Standard Class,101672,United States,Lake Forest,California,92630,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy'S,32.076176,-81.088371,2004,0.6533333333333334,3.75,1.3,False,False
2023-10-03,2029-03-29,Standard Class,101672,United States,Lake Forest,California,92630,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy'S,32.076176,-81.088371,2004,0.6533333333333334,3.75,1.3,False,False
2024-03-31,2029-09-23,Second Class,159205,United States,Henderson,Kentucky,42420,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy'S,32.076176,-81.088371,2002,0.6533333333333333,3.75,1.3,False,False
2024-03-31,2029-09-23,Second Class,159205,United States,Henderson,Kentucky,42420,Chocolate,Gulf,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,Wicked Choccy'S,32.076176,-81.088371,2002,0.6492307692307692,3.25,1.1400000000000001,False,False
2024-09-11,2030-03-08,Standard Class,124898,United States,Columbus,Georgia,31907,Other,Gulf,Kazookles,22.75,7,1.75,21.0,The Other Factory,35.1175,-89.971107,2004,0.07692307692307693,3.25,3.0,False,False
2024-12-02,2030-05-29,Standard Class,155089,United States,Tampa,Florida,33614,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy'S,32.076176,-81.088371,2004,0.6533333333333333,3.75,1.3,False,False
2024-12-09,2030-06-03,Second Class,141201,United States,Salinas,California,93905,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy'S,32.076176,-81.088371,2002,0.6533333333333333,3.75,1.3,False,False
2021-11-12,2027-05-09,Standard Class,159618,United States,Houston,Texas,77036,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy'S,32.076176,-81.088371,2004,0.6533333333333334,3.75,1.3,False,False
2021-11-12,2027-05-09,Standard Class,159618,United States,Houston,Texas,77036,Chocolate,Interior,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy'S,32.076176,-81.088371,2004,0.6492307692307692,3.25,1.14,False,False
2021-11-12,2027-05-09,Standard Class,159618,United States,Houston,Texas,77036,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,Lot'S O' Nuts,32.881893,-111.768036,2004,0.7134670487106017,3.4899999999999998,1.0,False,False
2021-11-12,2027-05-09,Standard Class,159618,United States,Houston,Texas,77036,Chocolate,Interior,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,Lot'S O' Nuts,32.881893,-111.768036,2004,0.6666666666666666,3.6,1.2,False,False
2021-11-12,2027-05-09,Standard Class,159618,United States,Houston,Texas,77036,Chocolate,Interior,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot'S O' Nuts,32.881893,-111.768036,2004,0.6666666666666666,3.6,1.2,False,False
2022-12-14,2028-06-07,Second Class,141593,United States,Los Angeles,California,90045,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy'S,32.076176,-81.088371,2002,0.6533333333333334,3.75,1.3,False,False
2022-12-14,2028-06-07,Second Class,141593,United States,Los Angeles,California,90045,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot'S O' Nuts,32.881893,-111.768036,2002,0.7134670487106016,3.49,1.0,False,False
2022-12-14,2028-06-07,Second Class,141593,United States,Los Angeles,California,90045,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot'S O' Nuts,32.881893,-111.768036,2002,0.6944444444444444,3.6,1.1,False,False
2022-12-14,2028-06-07,Second Class,141593,United States,Los Angeles,California,90045,Chocolate,Pacific,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy'S,32.076176,-81.088371,2002,0.6492307692307692,3.25,1.14,False,False
2023-07-24,2029-01-15,Second Class,162943,United States,New York City,New York,10035,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy'S,32.076176,-81.088371,2002,0.6492307692307692,3.25,1.14,False,False
2023-12-25,2029-06-21,Standard Class,110975,United States,New York City,New York,10024,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot'S O' Nuts,32.881893,-111.768036,2005,0.7134670487106016,3.49,1.0,False,False
2023-12-25,2029-06-21,Standard Class,110975,United States,New York City,New York,10024,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy'S,32.076176,-81.088371,2005,0.6492307692307692,3.25,1.14,False,False
2024-05-03,2029-10-29,Second Class,132178,United States,Los Angeles,California,90004,Chocolate,Pacific,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,Wicked Choccy'S,32.076176,-81.088371,2005,0.6492307692307692,3.25,1.14,False,False
2024-05-03,2029-10-29,Second Class,132178,United States,Los Angeles,California,90004,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot'S O' Nuts,32.881893,-111.768036,2005,0.6666666666666666,3.6,1.2,False,False
2021-03-01,2026-08-27,Second Class,104269,United States,Seattle,Washington,98115,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot'S O' Nuts,32.881893,-111.768036,2005,0.6944444444444444,3.6,1.1,False,False
2021-06-21,2026-12-16,Standard Class,128146,United States,Lakewood,New Jersey,08701,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot'S O' Nuts,32.881893,-111.768036,2004,0.6944444444444444,3.6,1.1,False,False
2021-06-21,2026-12-16,Standard Class,128146,United States,Lakewood,New Jersey,08701,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,Lot'S O' Nuts,32.881893,-111.768036,2004,0.6944444444444444,3.6,1.1,False,False
2023-03-18,2028-09-09,Second Class,113292,United States,Columbia,Tennessee,38401,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot'S O' Nuts,32.881893,-111.768036,2002,0.7134670487106016,3.49,1.0,False,False
2023-06-06,2028-11-27,First Class,127369,United States,Lowell,Massachusetts,01852,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy'S,32.076176,-81.088371,2001,0.6492307692307693,3.25,1.1400000000000001,False,False
